date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:20:02	39122/39122	---M--	200	added ('OK')	image/png	etag:%2221beae50948babecc10cfb3af0bf3cba%22	https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/cat-statue.png	C:/Users/User/Pictures/Barang%20BOS%20H/SONICAU/SONICAU78%20-%202/proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/cat-statue.png	(from https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/?ad_id=120220372994410762&adset_id=120220370581890762&campaign_id=120220370581770762&ad_name=ad+3&adset_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&campaign_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&source=fb&placement=Facebook_Desktop_Feed&pid=9290510167743921&cpid=aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&lpid=b2b69862-42e4-4d0b-94fe-7bb3d79c8fca&fbclid=IwY2xjawJcUcZleHRuA2FlbQEwAGFkaWQBqxvK2F2CegEdfRH3xeZqdjYXbQ1-9QOTcHmnC7xmXzvAtk0Bm6zx7Te73U-8tYhCSP4__aem_SVdgFrgWV5Lm0cb4w0nxNw)
11:20:02	14173/14173	---M--	200	added ('OK')	image/png	etag:%22ccdb0e37ca178cf225b6e8bd4f2ecc10%22	https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/ins-claim-now.png	C:/Users/User/Pictures/Barang%20BOS%20H/SONICAU/SONICAU78%20-%202/proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/ins-claim-now.png	(from https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/?ad_id=120220372994410762&adset_id=120220370581890762&campaign_id=120220370581770762&ad_name=ad+3&adset_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&campaign_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&source=fb&placement=Facebook_Desktop_Feed&pid=9290510167743921&cpid=aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&lpid=b2b69862-42e4-4d0b-94fe-7bb3d79c8fca&fbclid=IwY2xjawJcUcZleHRuA2FlbQEwAGFkaWQBqxvK2F2CegEdfRH3xeZqdjYXbQ1-9QOTcHmnC7xmXzvAtk0Bm6zx7Te73U-8tYhCSP4__aem_SVdgFrgWV5Lm0cb4w0nxNw)
11:20:02	81152/81152	---M--	200	added ('OK')	image/png	etag:%22be7d5450ed08b5edd065ef91a15db211%22	https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/jackpot-ins-board.png	C:/Users/User/Pictures/Barang%20BOS%20H/SONICAU/SONICAU78%20-%202/proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/jackpot-ins-board.png	(from https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/?ad_id=120220372994410762&adset_id=120220370581890762&campaign_id=120220370581770762&ad_name=ad+3&adset_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&campaign_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&source=fb&placement=Facebook_Desktop_Feed&pid=9290510167743921&cpid=aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&lpid=b2b69862-42e4-4d0b-94fe-7bb3d79c8fca&fbclid=IwY2xjawJcUcZleHRuA2FlbQEwAGFkaWQBqxvK2F2CegEdfRH3xeZqdjYXbQ1-9QOTcHmnC7xmXzvAtk0Bm6zx7Te73U-8tYhCSP4__aem_SVdgFrgWV5Lm0cb4w0nxNw)
11:20:03	4058/4058	---M--	200	added ('OK')	image/png	etag:%22ef183b4bd71b053c3aa44eba1aece577%22	https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/gold-coin-tl.png	C:/Users/User/Pictures/Barang%20BOS%20H/SONICAU/SONICAU78%20-%202/proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/gold-coin-tl.png	(from https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/?ad_id=120220372994410762&adset_id=120220370581890762&campaign_id=120220370581770762&ad_name=ad+3&adset_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&campaign_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&source=fb&placement=Facebook_Desktop_Feed&pid=9290510167743921&cpid=aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&lpid=b2b69862-42e4-4d0b-94fe-7bb3d79c8fca&fbclid=IwY2xjawJcUcZleHRuA2FlbQEwAGFkaWQBqxvK2F2CegEdfRH3xeZqdjYXbQ1-9QOTcHmnC7xmXzvAtk0Bm6zx7Te73U-8tYhCSP4__aem_SVdgFrgWV5Lm0cb4w0nxNw)
11:20:03	85837/85837	---M--	200	added ('OK')	image/jpeg	etag:%2286756145a368e1303a5e443486a8c986%22	https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/bg-popup-win.jpg	C:/Users/User/Pictures/Barang%20BOS%20H/SONICAU/SONICAU78%20-%202/proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/bg-popup-win.jpg	(from https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/?ad_id=120220372994410762&adset_id=120220370581890762&campaign_id=120220370581770762&ad_name=ad+3&adset_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&campaign_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&source=fb&placement=Facebook_Desktop_Feed&pid=9290510167743921&cpid=aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&lpid=b2b69862-42e4-4d0b-94fe-7bb3d79c8fca&fbclid=IwY2xjawJcUcZleHRuA2FlbQEwAGFkaWQBqxvK2F2CegEdfRH3xeZqdjYXbQ1-9QOTcHmnC7xmXzvAtk0Bm6zx7Te73U-8tYhCSP4__aem_SVdgFrgWV5Lm0cb4w0nxNw)
11:20:03	3991/3991	---M--	200	added ('OK')	image/png	etag:%220da6057d057756bbf740df622a3c4c93%22	https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/gold-coin-bl.png	C:/Users/User/Pictures/Barang%20BOS%20H/SONICAU/SONICAU78%20-%202/proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/gold-coin-bl.png	(from https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/?ad_id=120220372994410762&adset_id=120220370581890762&campaign_id=120220370581770762&ad_name=ad+3&adset_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&campaign_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&source=fb&placement=Facebook_Desktop_Feed&pid=9290510167743921&cpid=aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&lpid=b2b69862-42e4-4d0b-94fe-7bb3d79c8fca&fbclid=IwY2xjawJcUcZleHRuA2FlbQEwAGFkaWQBqxvK2F2CegEdfRH3xeZqdjYXbQ1-9QOTcHmnC7xmXzvAtk0Bm6zx7Te73U-8tYhCSP4__aem_SVdgFrgWV5Lm0cb4w0nxNw)
11:20:04	3066/3066	---M--	200	added ('OK')	image/png	etag:%227aaf06834694eb2f4288bfe2bd619d5d%22	https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/gold-coin-tr.png	C:/Users/User/Pictures/Barang%20BOS%20H/SONICAU/SONICAU78%20-%202/proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/gold-coin-tr.png	(from https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/?ad_id=120220372994410762&adset_id=120220370581890762&campaign_id=120220370581770762&ad_name=ad+3&adset_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&campaign_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&source=fb&placement=Facebook_Desktop_Feed&pid=9290510167743921&cpid=aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&lpid=b2b69862-42e4-4d0b-94fe-7bb3d79c8fca&fbclid=IwY2xjawJcUcZleHRuA2FlbQEwAGFkaWQBqxvK2F2CegEdfRH3xeZqdjYXbQ1-9QOTcHmnC7xmXzvAtk0Bm6zx7Te73U-8tYhCSP4__aem_SVdgFrgWV5Lm0cb4w0nxNw)
11:20:04	3398/3398	---M--	200	added ('OK')	image/png	etag:%22b2a719ec6a1b716e6a1cd1b92069dcd1%22	https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/gold-coin-br.png	C:/Users/User/Pictures/Barang%20BOS%20H/SONICAU/SONICAU78%20-%202/proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/gold-coin-br.png	(from https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/?ad_id=120220372994410762&adset_id=120220370581890762&campaign_id=120220370581770762&ad_name=ad+3&adset_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&campaign_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&source=fb&placement=Facebook_Desktop_Feed&pid=9290510167743921&cpid=aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&lpid=b2b69862-42e4-4d0b-94fe-7bb3d79c8fca&fbclid=IwY2xjawJcUcZleHRuA2FlbQEwAGFkaWQBqxvK2F2CegEdfRH3xeZqdjYXbQ1-9QOTcHmnC7xmXzvAtk0Bm6zx7Te73U-8tYhCSP4__aem_SVdgFrgWV5Lm0cb4w0nxNw)
11:20:04	27212/27212	---M--	200	added ('OK')	image/png	etag:%22a31c17b832de344a0107c486fa1427b9%22	https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/scroll-panel.png	C:/Users/User/Pictures/Barang%20BOS%20H/SONICAU/SONICAU78%20-%202/proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/scroll-panel.png	(from https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/?ad_id=120220372994410762&adset_id=120220370581890762&campaign_id=120220370581770762&ad_name=ad+3&adset_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&campaign_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&source=fb&placement=Facebook_Desktop_Feed&pid=9290510167743921&cpid=aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&lpid=b2b69862-42e4-4d0b-94fe-7bb3d79c8fca&fbclid=IwY2xjawJcUcZleHRuA2FlbQEwAGFkaWQBqxvK2F2CegEdfRH3xeZqdjYXbQ1-9QOTcHmnC7xmXzvAtk0Bm6zx7Te73U-8tYhCSP4__aem_SVdgFrgWV5Lm0cb4w0nxNw)
11:20:04	3821/3821	---M--	200	added ('OK')	image/png	etag:%220f67423c25595cecc4cb577558fcc304%22	https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/scroll-left.png	C:/Users/User/Pictures/Barang%20BOS%20H/SONICAU/SONICAU78%20-%202/proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/images/newTapTapMe/scroll-left.png	(from https://proactivesky.com/07969-scientists-use-technology-to-resist-effects-of-climate-change-on-cropsIBCMYCJC478/?ad_id=120220372994410762&adset_id=120220370581890762&campaign_id=120220370581770762&ad_name=ad+3&adset_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&campaign_name=IBCMYCJC478_IBC22_MY_ABO_JIACO_aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&source=fb&placement=Facebook_Desktop_Feed&pid=9290510167743921&cpid=aaf9f6fb-f1d6-4e39-8bcf-27bf3e300126&lpid=b2b69862-42e4-4d0b-94fe-7bb3d79c8fca&fbclid=IwY2xjawJcUcZleHRuA2FlbQEwAGFkaWQBqxvK2F2CegEdfRH3xeZqdjYXbQ1-9QOTcHmnC7xmXzvAtk0Bm6zx7Te73U-8tYhCSP4__aem_SVdgFrgWV5Lm0cb4w0nxNw)
